#msc E E^2 |M| M^2 accepted
1360 -7.98824 63.9059 3.99559 15.9794 0
1370 -7.98832 63.9066 3.99562 15.9796 0
1380 -7.98841 63.9072 3.99565 15.9797 0
1390 -7.98849 63.9079 3.99568 15.9799 0
1400 -7.98857 63.9086 3.99571 15.98 0
1410 -7.98865 63.9092 3.99574 15.9801 0
1420 -7.98873 63.9099 3.99577 15.9803 0
1430 -7.98881 63.9105 3.9958 15.9804 0
1440 -7.98889 63.9111 3.99583 15.9806 0
1450 -7.98897 63.9117 3.99586 15.9807 0
1460 -7.98904 63.9123 3.99589 15.9808 0
1470 -7.98912 63.9129 3.99592 15.981 0
1480 -7.98919 63.9135 3.99595 15.9811 0
1490 -7.98926 63.9141 3.99597 15.9812 0
1500 -7.98933 63.9147 3.996 15.9813 0
1510 -7.9894 63.9152 3.99603 15.9815 0
1520 -7.98947 63.9158 3.99605 15.9816 0
1530 -7.98954 63.9163 3.99608 15.9817 0
1540 -7.98961 63.9169 3.9961 15.9818 0
1550 -7.98968 63.9174 3.99613 15.9819 0
1560 -7.98974 63.9179 3.99615 15.9821 0
1570 -7.98981 63.9185 3.99618 15.9822 0
1580 -7.98987 63.919 3.9962 15.9823 0
1590 -7.98994 63.9195 3.99623 15.9824 0
1600 -7.99 63.92 3.99625 15.9825 0
1610 -7.99006 63.9205 3.99627 15.9826 0
1620 -7.99012 63.921 3.9963 15.9827 0
1630 -7.99018 63.9215 3.99632 15.9828 0
1640 -7.99024 63.922 3.99634 15.9829 0
1650 -7.9903 63.9224 3.99636 15.983 0
1660 -7.99036 63.9229 3.99639 15.9831 0
1670 -7.99042 63.9234 3.99641 15.9832 0
1680 -7.99048 63.9238 3.99643 15.9833 0
1690 -7.99053 63.9243 3.99645 15.9834 0
1700 -7.99059 63.9247 3.99647 15.9835 0
1710 -7.99064 63.9251 3.99649 15.9836 0
1720 -7.9907 63.9256 3.99651 15.9837 0
1730 -7.99075 63.926 3.99653 15.9838 0
1740 -7.9908 63.9264 3.99655 15.9839 0
1750 -7.99086 63.9269 3.99657 15.984 0
1760 -7.99091 63.9273 3.99659 15.9841 0
1770 -7.99096 63.9277 3.99661 15.9842 0
1780 -7.99101 63.9281 3.99663 15.9843 0
1790 -7.99106 63.9285 3.99665 15.9844 0
1800 -7.99111 63.9289 3.99667 15.9844 0
1810 -7.99116 63.9293 3.99669 15.9845 0
1820 -7.99121 63.9297 3.9967 15.9846 0
1830 -7.99126 63.9301 3.99672 15.9847 0
1840 -7.9913 63.9304 3.99674 15.9848 0
1850 -7.99135 63.9308 3.99676 15.9849 0
1860 -7.9914 63.9312 3.99677 15.9849 0
1870 -7.99144 63.9316 3.99679 15.985 0
1880 -7.99149 63.9319 3.99681 15.9851 0
1890 -7.99153 63.9323 3.99683 15.9852 0
1900 -7.99158 63.9326 3.99684 15.9853 0
1910 -7.99162 63.933 3.99686 15.9853 0
1920 -7.99167 63.9333 3.99688 15.9854 0
1930 -7.99171 63.9337 3.99689 15.9855 0
1940 -7.99175 63.934 3.99691 15.9856 0
1950 -7.99179 63.9344 3.99692 15.9856 0
1960 -7.99184 63.9347 3.99694 15.9857 0
1970 -7.99188 63.935 3.99695 15.9858 0
1980 -7.99192 63.9354 3.99697 15.9859 0
1990 -7.99196 63.9357 3.99698 15.9859 0
2000 -7.992 63.936 3.997 15.986 0
2010 -7.99204 63.9363 3.99701 15.9861 0
2020 -7.99208 63.9366 3.99703 15.9861 0
2030 -7.99212 63.9369 3.99704 15.9862 0
2040 -7.99216 63.9373 3.99706 15.9863 0
2050 -7.9922 63.9376 3.99707 15.9863 0
2060 -7.99223 63.9379 3.99709 15.9864 0
2070 -7.99227 63.9382 3.9971 15.9865 0
2080 -7.99231 63.9385 3.99712 15.9865 0
2090 -7.99234 63.9388 3.99713 15.9866 0
2100 -7.99238 63.939 3.99714 15.9867 0
2110 -7.99242 63.9393 3.99716 15.9867 0
2120 -7.99245 63.9396 3.99717 15.9868 0
2130 -7.99249 63.9399 3.99718 15.9869 0
2140 -7.99252 63.9402 3.9972 15.9869 0
2150 -7.99256 63.9405 3.99721 15.987 0
2160 -7.99259 63.9407 3.99722 15.987 0
2170 -7.99263 63.941 3.99724 15.9871 0
2180 -7.99266 63.9413 3.99725 15.9872 0
2190 -7.99269 63.9416 3.99726 15.9872 0
2200 -7.99273 63.9418 3.99727 15.9873 0
2210 -7.99276 63.9421 3.99729 15.9873 0
2220 -7.99279 63.9423 3.9973 15.9874 0
2230 -7.99283 63.9426 3.99731 15.9874 0
2240 -7.99286 63.9429 3.99732 15.9875 0
2250 -7.99289 63.9431 3.99733 15.9876 0
2260 -7.99292 63.9434 3.99735 15.9876 0
2270 -7.99295 63.9436 3.99736 15.9877 0
2280 -7.99298 63.9439 3.99737 15.9877 0
2290 -7.99301 63.9441 3.99738 15.9878 0
2300 -7.99304 63.9443 3.99739 15.9878 0
2310 -7.99307 63.9446 3.9974 15.9879 0
2320 -7.9931 63.9448 3.99741 15.9879 0
2330 -7.99313 63.9451 3.99742 15.988 0
2340 -7.99316 63.9453 3.99744 15.988 0
2350 -7.99319 63.9455 3.99745 15.9881 0
2360 -7.99322 63.9458 3.99746 15.9881 0
2370 -7.99325 63.946 3.99747 15.9882 0
2380 -7.99328 63.9462 3.99748 15.9882 0
2390 -7.99331 63.9464 3.99749 15.9883 0
2400 -7.99333 63.9467 3.9975 15.9883 0
2410 -7.99336 63.9469 3.99751 15.9884 0
2420 -7.99339 63.9471 3.99752 15.9884 0
2430 -7.99342 63.9473 3.99753 15.9885 0
2440 -7.99344 63.9475 3.99754 15.9885 0
2450 -7.99347 63.9478 3.99755 15.9886 0
2460 -7.9935 63.948 3.99756 15.9886 0
2470 -7.99352 63.9482 3.99757 15.9887 0
2480 -7.99355 63.9484 3.99758 15.9887 0
2490 -7.99357 63.9486 3.99759 15.9888 0
2500 -7.9936 63.9488 3.9976 15.9888 0
2510 -7.99363 63.949 3.99761 15.9888 0
2520 -7.99365 63.9492 3.99762 15.9889 0
2530 -7.99368 63.9494 3.99763 15.9889 0
2540 -7.9937 63.9496 3.99764 15.989 0
2550 -7.99373 63.9498 3.99765 15.989 0
2560 -7.99375 63.95 3.99766 15.9891 0
2570 -7.99377 63.9502 3.99767 15.9891 0
2580 -7.9938 63.9504 3.99767 15.9891 0
2590 -7.99382 63.9506 3.99768 15.9892 0
2600 -7.99385 63.9508 3.99769 15.9892 0
2610 -7.99387 63.951 3.9977 15.9893 0
2620 -7.99389 63.9511 3.99771 15.9893 0
2630 -7.99392 63.9513 3.99772 15.9894 0
2640 -7.99394 63.9515 3.99773 15.9894 0
2650 -7.99396 63.9517 3.99774 15.9894 0
2660 -7.99398 63.9519 3.99774 15.9895 0
2670 -7.99401 63.9521 3.99775 15.9895 0
2680 -7.99403 63.9522 3.99776 15.9896 0
2690 -7.99405 63.9524 3.99777 15.9896 0
2700 -7.99407 63.9526 3.99778 15.9896 0
2710 -7.9941 63.9528 3.99779 15.9897 0
2720 -7.99412 63.9529 3.99779 15.9897 0
2730 -7.99414 63.9531 3.9978 15.9897 0
2740 -7.99416 63.9533 3.99781 15.9898 0
2750 -7.99418 63.9535 3.99782 15.9898 0
2760 -7.9942 63.9536 3.99783 15.9899 0
2770 -7.99422 63.9538 3.99783 15.9899 0
2780 -7.99424 63.954 3.99784 15.9899 0
2790 -7.99427 63.9541 3.99785 15.99 0
2800 -7.99429 63.9543 3.99786 15.99 0
2810 -7.99431 63.9544 3.99786 15.99 0
2820 -7.99433 63.9546 3.99787 15.9901 0
2830 -7.99435 63.9548 3.99788 15.9901 0
2840 -7.99437 63.9549 3.99789 15.9901 0
2850 -7.99439 63.9551 3.99789 15.9902 0
2860 -7.99441 63.9552 3.9979 15.9902 0
2870 -7.99443 63.9554 3.99791 15.9902 0
2880 -7.99444 63.9556 3.99792 15.9903 0
2890 -7.99446 63.9557 3.99792 15.9903 0
2900 -7.99448 63.9559 3.99793 15.9903 0
2910 -7.9945 63.956 3.99794 15.9904 0
2920 -7.99452 63.9562 3.99795 15.9904 0
2930 -7.99454 63.9563 3.99795 15.9904 0
2940 -7.99456 63.9565 3.99796 15.9905 0
2950 -7.99458 63.9566 3.99797 15.9905 0
2960 -7.99459 63.9568 3.99797 15.9905 0
2970 -7.99461 63.9569 3.99798 15.9906 0
2980 -7.99463 63.957 3.99799 15.9906 0
2990 -7.99465 63.9572 3.99799 15.9906 0
3000 -7.99467 63.9573 3.998 15.9907 0
3010 -7.99468 63.9575 3.99801 15.9907 0
3020 -7.9947 63.9576 3.99801 15.9907 0
3030 -7.99472 63.9578 3.99802 15.9908 0
3040 -7.99474 63.9579 3.99803 15.9908 0
3050 -7.99475 63.958 3.99803 15.9908 0
3060 -7.99477 63.9582 3.99804 15.9908 0
3070 -7.99479 63.9583 3.99805 15.9909 0
3080 -7.99481 63.9584 3.99805 15.9909 0
3090 -7.99482 63.9586 3.99806 15.9909 0
3100 -7.99484 63.9587 3.99806 15.991 0
3110 -7.99486 63.9588 3.99807 15.991 0
3120 -7.99487 63.959 3.99808 15.991 0
3130 -7.99489 63.9591 3.99808 15.9911 0
3140 -7.9949 63.9592 3.99809 15.9911 0
3150 -7.99492 63.9594 3.9981 15.9911 0
3160 -7.99494 63.9595 3.9981 15.9911 0
3170 -7.99495 63.9596 3.99811 15.9912 0
3180 -7.99497 63.9597 3.99811 15.9912 0
3190 -7.99498 63.9599 3.99812 15.9912 0
3200 -7.995 63.96 3.99812 15.9913 0
3210 -7.99502 63.9601 3.99813 15.9913 0
3220 -7.99503 63.9602 3.99814 15.9913 0
3230 -7.99505 63.9604 3.99814 15.9913 0
3240 -7.99506 63.9605 3.99815 15.9914 0
3250 -7.99508 63.9606 3.99815 15.9914 0
3260 -7.99509 63.9607 3.99816 15.9914 0
3270 -7.99511 63.9609 3.99817 15.9914 0
3280 -7.99512 63.961 3.99817 15.9915 0
3290 -7.99514 63.9611 3.99818 15.9915 0
3300 -7.99515 63.9612 3.99818 15.9915 0
3310 -7.99517 63.9613 3.99819 15.9915 0
3320 -7.99518 63.9614 3.99819 15.9916 0
3330 -7.9952 63.9616 3.9982 15.9916 0
3340 -7.99521 63.9617 3.9982 15.9916 0
3350 -7.99522 63.9618 3.99821 15.9916 0
3360 -7.99524 63.9619 3.99821 15.9917 0
3370 -7.99525 63.962 3.99822 15.9917 0
3380 -7.99527 63.9621 3.99822 15.9917 0
3390 -7.99528 63.9622 3.99823 15.9917 0
3400 -7.99529 63.9624 3.99824 15.9918 0
3410 -7.99531 63.9625 3.99824 15.9918 0
3420 -7.99532 63.9626 3.99825 15.9918 0
3430 -7.99534 63.9627 3.99825 15.9918 0
3440 -7.99535 63.9628 3.99826 15.9919 0
3450 -7.99536 63.9629 3.99826 15.9919 0
3460 -7.99538 63.963 3.99827 15.9919 0
3470 -7.99539 63.9631 3.99827 15.9919 0
3480 -7.9954 63.9632 3.99828 15.992 0
3490 -7.99542 63.9633 3.99828 15.992 0
3500 -7.99543 63.9634 3.99829 15.992 0
3510 -7.99544 63.9635 3.99829 15.992 0
3520 -7.99545 63.9636 3.9983 15.992 0
3530 -7.99547 63.9637 3.9983 15.9921 0
3540 -7.99548 63.9638 3.99831 15.9921 0
3550 -7.99549 63.9639 3.99831 15.9921 0
3560 -7.99551 63.964 3.99831 15.9921 0
3570 -7.99552 63.9641 3.99832 15.9922 0
3580 -7.99553 63.9642 3.99832 15.9922 0
3590 -7.99554 63.9643 3.99833 15.9922 0
3600 -7.99556 63.9644 3.99833 15.9922 0
3610 -7.99557 63.9645 3.99834 15.9922 0
3620 -7.99558 63.9646 3.99834 15.9923 0
3630 -7.99559 63.9647 3.99835 15.9923 0
3640 -7.9956 63.9648 3.99835 15.9923 0
3650 -7.99562 63.9649 3.99836 15.9923 0
3660 -7.99563 63.965 3.99836 15.9923 0
3670 -7.99564 63.9651 3.99837 15.9924 0
3680 -7.99565 63.9652 3.99837 15.9924 0
3690 -7.99566 63.9653 3.99837 15.9924 0
3700 -7.99568 63.9654 3.99838 15.9924 0
3710 -7.99569 63.9655 3.99838 15.9925 0
3720 -7.9957 63.9656 3.99839 15.9925 0
3730 -7.99571 63.9657 3.99839 15.9925 0
3740 -7.99572 63.9658 3.9984 15.9925 0
3750 -7.99573 63.9659 3.9984 15.9925 0
3760 -7.99574 63.966 3.9984 15.9926 0
3770 -7.99576 63.966 3.99841 15.9926 0
3780 -7.99577 63.9661 3.99841 15.9926 0
3790 -7.99578 63.9662 3.99842 15.9926 0
3800 -7.99579 63.9663 3.99842 15.9926 0
3810 -7.9958 63.9664 3.99843 15.9927 0
3820 -7.99581 63.9665 3.99843 15.9927 0
3830 -7.99582 63.9666 3.99843 15.9927 0
3840 -7.99583 63.9667 3.99844 15.9927 0
3850 -7.99584 63.9668 3.99844 15.9927 0
3860 -7.99585 63.9668 3.99845 15.9927 0
3870 -7.99587 63.9669 3.99845 15.9928 0
3880 -7.99588 63.967 3.99845 15.9928 0
3890 -7.99589 63.9671 3.99846 15.9928 0
3900 -7.9959 63.9672 3.99846 15.9928 0
3910 -7.99591 63.9673 3.99847 15.9928 0
3920 -7.99592 63.9673 3.99847 15.9929 0
3930 -7.99593 63.9674 3.99847 15.9929 0
3940 -7.99594 63.9675 3.99848 15.9929 0
3950 -7.99595 63.9676 3.99848 15.9929 0
3960 -7.99596 63.9677 3.99848 15.9929 0
3970 -7.99597 63.9678 3.99849 15.9929 0
3980 -7.99598 63.9678 3.99849 15.993 0
3990 -7.99599 63.9679 3.9985 15.993 0
4000 -7.996 63.968 3.9985 15.993 0
4010 -7.99601 63.9681 3.9985 15.993 0
4020 -7.99602 63.9682 3.99851 15.993 0
4030 -7.99603 63.9682 3.99851 15.9931 0
4040 -7.99604 63.9683 3.99851 15.9931 0
4050 -7.99605 63.9684 3.99852 15.9931 0
4060 -7.99606 63.9685 3.99852 15.9931 0
4070 -7.99607 63.9686 3.99853 15.9931 0
4080 -7.99608 63.9686 3.99853 15.9931 0
4090 -7.99609 63.9687 3.99853 15.9932 0
4100 -7.9961 63.9688 3.99854 15.9932 0
4110 -7.99611 63.9689 3.99854 15.9932 0
4120 -7.99612 63.9689 3.99854 15.9932 0
4130 -7.99613 63.969 3.99855 15.9932 0
4140 -7.99614 63.9691 3.99855 15.9932 0
4150 -7.99614 63.9692 3.99855 15.9933 0
4160 -7.99615 63.9692 3.99856 15.9933 0
4170 -7.99616 63.9693 3.99856 15.9933 0
4180 -7.99617 63.9694 3.99856 15.9933 0
4190 -7.99618 63.9695 3.99857 15.9933 0
4200 -7.99619 63.9695 3.99857 15.9933 0
4210 -7.9962 63.9696 3.99857 15.9933 0
4220 -7.99621 63.9697 3.99858 15.9934 0
4230 -7.99622 63.9697 3.99858 15.9934 0
4240 -7.99623 63.9698 3.99858 15.9934 0
4250 -7.99624 63.9699 3.99859 15.9934 0
4260 -7.99624 63.97 3.99859 15.9934 0
4270 -7.99625 63.97 3.99859 15.9934 0
4280 -7.99626 63.9701 3.9986 15.9935 0
4290 -7.99627 63.9702 3.9986 15.9935 0
4300 -7.99628 63.9702 3.9986 15.9935 0
4310 -7.99629 63.9703 3.99861 15.9935 0
4320 -7.9963 63.9704 3.99861 15.9935 0
4330 -7.9963 63.9704 3.99861 15.9935 0
4340 -7.99631 63.9705 3.99862 15.9935 0
4350 -7.99632 63.9706 3.99862 15.9936 0
4360 -7.99633 63.9706 3.99862 15.9936 0
4370 -7.99634 63.9707 3.99863 15.9936 0
4380 -7.99635 63.9708 3.99863 15.9936 0
4390 -7.99636 63.9708 3.99863 15.9936 0
4400 -7.99636 63.9709 3.99864 15.9936 0
4410 -7.99637 63.971 3.99864 15.9937 0
4420 -7.99638 63.971 3.99864 15.9937 0
4430 -7.99639 63.9711 3.99865 15.9937 0
4440 -7.99099 63.9279 3.99685 15.9847 0
4450 -7.99101 63.9281 3.99685 15.9847 0
4460 -7.99103 63.9283 3.99686 15.9848 0
4470 -7.99105 63.9284 3.99687 15.9848 0
4480 -7.99107 63.9286 3.99688 15.9848 0
4490 -7.99109 63.9287 3.99688 15.9849 0
4500 -7.99111 63.9289 3.99689 15.9849 0
4510 -7.99113 63.929 3.9969 15.9849 0
4520 -7.99115 63.9292 3.9969 15.985 0
4530 -7.99117 63.9294 3.99691 15.985 0
4540 -7.99119 63.9295 3.99692 15.985 0
4550 -7.99121 63.9297 3.99692 15.9851 0
4560 -7.99123 63.9298 3.99693 15.9851 0
4570 -7.99125 63.93 3.99694 15.9851 0
4580 -7.99127 63.9301 3.99694 15.9852 0
4590 -7.99129 63.9303 3.99695 15.9852 0
4600 -7.9913 63.9304 3.99696 15.9852 0
4610 -7.99132 63.9306 3.99696 15.9852 0
4620 -7.99134 63.9307 3.99697 15.9853 0
4630 -7.99136 63.9309 3.99698 15.9853 0
4640 -7.99138 63.931 3.99698 15.9853 0
4650 -7.9914 63.9312 3.99699 15.9854 0
4660 -7.99142 63.9313 3.997 15.9854 0
4670 -7.99143 63.9315 3.997 15.9854 0
4680 -7.99145 63.9316 3.99701 15.9855 0
4690 -7.99147 63.9318 3.99701 15.9855 0
4700 -7.99149 63.9319 3.99702 15.9855 0
4710 -7.99151 63.9321 3.99703 15.9856 0
4720 -7.99153 63.9322 3.99703 15.9856 0
4730 -7.99154 63.9323 3.99704 15.9856 0
4740 -7.99156 63.9325 3.99705 15.9857 0
4750 -7.99158 63.9326 3.99705 15.9857 0
4760 -7.9916 63.9328 3.99706 15.9857 0
4770 -7.99161 63.9329 3.99706 15.9857 0
4780 -7.99163 63.9331 3.99707 15.9858 0
4790 -7.99165 63.9332 3.99708 15.9858 0
4800 -7.99167 63.9333 3.99708 15.9858 0
4810 -7.99168 63.9335 3.99709 15.9859 0
4820 -7.9917 63.9336 3.9971 15.9859 0
4830 -7.99172 63.9337 3.9971 15.9859 0
4840 -7.99174 63.9339 3.99711 15.986 0
4850 -7.99175 63.934 3.99711 15.986 0
4860 -7.99177 63.9342 3.99712 15.986 0
4870 -7.99179 63.9343 3.99713 15.986 0
4880 -7.9918 63.9344 3.99713 15.9861 0
4890 -7.99182 63.9346 3.99714 15.9861 0
4900 -7.99184 63.9347 3.99714 15.9861 0
4910 -7.99185 63.9348 3.99715 15.9862 0
4920 -7.98862 63.9089 3.99553 15.9797 0
4930 -7.98702 63.8961 3.99513 15.9773 0
4940 -7.98704 63.8964 3.99514 15.9773 0
4950 -7.98707 63.8966 3.99515 15.9774 0
4960 -7.9871 63.8968 3.99516 15.9774 0
4970 -7.98712 63.897 3.99517 15.9775 0
4980 -7.98715 63.8972 3.99518 15.9775 0
4990 -7.98717 63.8974 3.99519 15.9776 0
5000 -7.9872 63.8976 3.9952 15.9776 0
5010 -7.98723 63.8978 3.99521 15.9776 0
5020 -7.98725 63.898 3.99522 15.9777 0
5030 -7.98728 63.8982 3.99523 15.9777 0
5040 -7.9873 63.8984 3.99524 15.9778 0
5050 -7.98733 63.8986 3.99525 15.9778 0
5060 -7.98735 63.8988 3.99526 15.9779 0
5070 -7.98738 63.899 3.99527 15.9779 0
5080 -7.9874 63.8992 3.99528 15.978 0
5090 -7.98743 63.8994 3.99528 15.978 0
5100 -7.98745 63.8996 3.99529 15.978 0
5110 -7.98748 63.8998 3.9953 15.9781 0
5120 -7.9875 63.9 3.99531 15.9781 0
5130 -7.98752 63.9002 3.99532 15.9782 0
5140 -7.98755 63.9004 3.99533 15.9782 0
5150 -7.98757 63.9006 3.99534 15.9783 0
5160 -7.9876 63.9008 3.99535 15.9783 0
5170 -7.98762 63.901 3.99536 15.9783 0
5180 -7.98764 63.9012 3.99537 15.9784 0
5190 -7.98767 63.9013 3.99538 15.9784 0
5200 -7.98769 63.9015 3.99538 15.9785 0
5210 -7.98772 63.9017 3.99539 15.9785 0
5220 -7.98774 63.9019 3.9954 15.9785 0
5230 -7.98776 63.9021 3.99541 15.9786 0
5240 -7.98779 63.9023 3.99542 15.9786 0
5250 -7.98781 63.9025 3.99543 15.9787 0
5260 -7.98783 63.9027 3.99544 15.9787 0
5270 -7.98786 63.9028 3.99545 15.9787 0
5280 -7.98788 63.903 3.99545 15.9788 0
5290 -7.9879 63.9032 3.99546 15.9788 0
5300 -7.98792 63.9034 3.99547 15.9789 0
5310 -7.98795 63.9036 3.99548 15.9789 0
5320 -7.98797 63.9038 3.99549 15.9789 0
5330 -7.98799 63.9039 3.9955 15.979 0
5340 -7.98801 63.9041 3.99551 15.979 0
5350 -7.98804 63.9043 3.99551 15.9791 0
5360 -7.98806 63.9045 3.99552 15.9791 0
5370 -7.98808 63.9047 3.99553 15.9791 0
5380 -7.9881 63.9048 3.99554 15.9792 0
5390 -7.98813 63.905 3.99555 15.9792 0
5400 -7.98815 63.9052 3.99556 15.9793 0
5410 -7.98817 63.9054 3.99556 15.9793 0
5420 -7.98819 63.9055 3.99557 15.9793 0
5430 -7.98821 63.9057 3.99558 15.9794 0
5440 -7.98824 63.9059 3.99559 15.9794 0
5450 -7.98826 63.9061 3.9956 15.9794 0
5460 -7.98828 63.9062 3.9956 15.9795 0
5470 -7.9883 63.9064 3.99561 15.9795 0
5480 -7.98832 63.9066 3.99562 15.9796 0
5490 -7.98834 63.9067 3.99563 15.9796 0
5500 -7.98836 63.9069 3.99564 15.9796 0
5510 -7.98838 63.9071 3.99564 15.9797 0
5520 -7.98841 63.9072 3.99565 15.9797 0
5530 -7.98843 63.9074 3.99566 15.9797 0
5540 -7.98845 63.9076 3.99567 15.9798 0
5550 -7.98847 63.9077 3.99568 15.9798 0
5560 -7.98849 63.9079 3.99568 15.9799 0
5570 -7.98851 63.9081 3.99569 15.9799 0
5580 -7.98853 63.9082 3.9957 15.9799 0
5590 -7.98855 63.9084 3.99571 15.98 0
5600 -7.98857 63.9086 3.99571 15.98 0
5610 -7.98859 63.9087 3.99572 15.98 0
5620 -7.98861 63.9089 3.99573 15.9801 0
5630 -7.98863 63.9091 3.99574 15.9801 0
5640 -7.98865 63.9092 3.99574 15.9801 0
5650 -7.98867 63.9094 3.99575 15.9802 0
5660 -7.98869 63.9095 3.99576 15.9802 0
5670 -7.98871 63.9097 3.99577 15.9802 0
5680 -7.98873 63.9099 3.99577 15.9803 0
