#msc E E^2 |M| M^2 accepted
57000 -7.98653 63.8922 3.99551 15.9775 0
58000 -7.98579 63.8863 3.99534 15.9765 0
59000 -7.9859 63.8872 3.99539 15.9767 0
60000 -7.98613 63.8891 3.99547 15.9771 0
61000 -7.98636 63.8909 3.99554 15.9774 0
62000 -7.98658 63.8926 3.99561 15.9778 0
63000 -7.98654 63.8923 3.99556 15.9777 0
64000 -7.98675 63.894 3.99562 15.978 0
65000 -7.98683 63.8946 3.99563 15.9781 0
66000 -7.98703 63.8962 3.9957 15.9784 0
67000 -7.98663 63.893 3.99546 15.9776 0
68000 -7.98647 63.8918 3.99544 15.9774 0
69000 -7.98643 63.8915 3.99542 15.9773 0
70000 -7.98651 63.8921 3.99546 15.9774 0
71000 -7.9867 63.8936 3.99552 15.9777 0
72000 -7.98689 63.8951 3.99558 15.9781 0
73000 -7.98707 63.8965 3.99564 15.9784 0
74000 -7.98724 63.8979 3.9957 15.9786 0
75000 -7.98709 63.8967 3.99565 15.9784 0
76000 -7.98726 63.8981 3.99571 15.9787 0
77000 -7.98722 63.8978 3.99569 15.9786 0
78000 -7.98708 63.8966 3.99564 15.9784 0
79000 -7.98724 63.8979 3.9957 15.9786 0
80000 -7.9869 63.8952 3.99555 15.978 0
81000 -7.98706 63.8965 3.9956 15.9783 0
82000 -7.98673 63.8939 3.99551 15.9778 0
83000 -7.9866 63.8928 3.99547 15.9775 0
84000 -7.98667 63.8933 3.9955 15.9777 0
85000 -7.98635 63.8908 3.99544 15.9772 0
86000 -7.98651 63.8921 3.99549 15.9775 0
87000 -7.98648 63.8919 3.99549 15.9775 0
88000 -7.98645 63.8916 3.9955 15.9775 0
89000 -7.98625 63.89 3.99546 15.9772 0
90000 -7.9864 63.8912 3.99551 15.9774 0
91000 -7.98629 63.8903 3.99547 15.9772 0
92000 -7.98626 63.8901 3.99548 15.9772 0
93000 -7.98624 63.8899 3.99548 15.9772 0
94000 -7.98638 63.8911 3.99553 15.9774 0
95000 -7.98653 63.8922 3.99558 15.9777 0
96000 -7.98642 63.8913 3.99556 15.9775 0
97000 -7.98631 63.8905 3.99548 15.9773 0
98000 -7.98629 63.8903 3.99545 15.9772 0
99000 -7.98642 63.8914 3.99549 15.9774 0
100000 -7.98648 63.8918 3.9955 15.9775 0
101000 -7.98646 63.8916 3.99549 15.9774 0
102000 -7.98651 63.8921 3.99551 15.9775 0
103000 -7.98664 63.8931 3.99555 15.9777 0
104000 -7.98638 63.8911 3.99546 15.9773 0
105000 -7.98629 63.8903 3.99545 15.9772 0
106000 -7.98642 63.8913 3.99549 15.9774 0
107000 -7.98654 63.8923 3.99553 15.9776 0
108000 -7.98652 63.8921 3.9955 15.9775 0
109000 -7.98613 63.889 3.99541 15.977 0
110000 -7.98625 63.89 3.99545 15.9772 0
111000 -7.98638 63.891 3.9955 15.9774 0
112000 -7.98636 63.8909 3.9955 15.9774 0
113000 -7.98612 63.889 3.99543 15.977 0
114000 -7.98611 63.8888 3.99544 15.977 0
115000 -7.98581 63.8865 3.99537 15.9766 0
116000 -7.98593 63.8874 3.99541 15.9768 0
117000 -7.98578 63.8862 3.99537 15.9765 0
118000 -7.9859 63.8872 3.99541 15.9767 0
119000 -7.98595 63.8876 3.99543 15.9768 0
120000 -7.98607 63.8885 3.99547 15.977 0
121000 -7.98572 63.8858 3.99529 15.9763 0
122000 -7.98531 63.8825 3.99513 15.9756 0
123000 -7.9853 63.8824 3.99512 15.9755 0
124000 -7.98535 63.8828 3.99515 15.9756 0
125000 -7.98528 63.8822 3.99509 15.9755 0
126000 -7.9854 63.8832 3.99513 15.9757 0
127000 -7.98551 63.8841 3.99517 15.9758 0
128000 -7.98556 63.8845 3.99519 15.9759 0
129000 -7.98555 63.8844 3.99518 15.9759 0
130000 -7.98566 63.8853 3.99522 15.9761 0
131000 -7.98571 63.8857 3.99524 15.9762 0
132000 -7.98527 63.8822 3.99514 15.9755 0
133000 -7.98538 63.8831 3.99517 15.9757 0
134000 -7.98531 63.8825 3.99516 15.9756 0
135000 -7.98524 63.882 3.99513 15.9755 0
136000 -7.98518 63.8814 3.9951 15.9754 0
137000 -7.98523 63.8818 3.99512 15.9755 0
138000 -7.98481 63.8785 3.99497 15.9748 0
139000 -7.98486 63.8789 3.99499 15.9748 0
140000 -7.98497 63.8798 3.99503 15.975 0
141000 -7.98502 63.8802 3.99505 15.9751 0
142000 -7.9849 63.8792 3.99501 15.9749 0
143000 -7.98484 63.8787 3.99501 15.9749 0
144000 -7.98494 63.8796 3.99504 15.975 0
145000 -7.98494 63.8795 3.99505 15.975 0
146000 -7.98504 63.8803 3.99508 15.9752 0
147000 -7.98514 63.8811 3.99512 15.9754 0
148000 -7.98524 63.8819 3.99515 15.9755 0
149000 -7.98502 63.8802 3.9951 15.9752 0
150000 -7.9848 63.8784 3.99501 15.9748 0
151000 -7.98458 63.8767 3.99491 15.9744 0
152000 -7.98468 63.8775 3.99495 15.9746 0
153000 -7.98478 63.8783 3.99498 15.9747 0
154000 -7.98483 63.8786 3.995 15.9748 0
155000 -7.98493 63.8794 3.99503 15.975 0
156000 -7.98503 63.8802 3.99506 15.9752 0
157000 -7.98512 63.881 3.9951 15.9753 0
158000 -7.98522 63.8817 3.99513 15.9755 0
159000 -7.98516 63.8813 3.99512 15.9754 0
160000 -7.98485 63.8788 3.99499 15.9748 0
161000 -7.9847 63.8776 3.99492 15.9745 0
162000 -7.98479 63.8783 3.99495 15.9747 0
163000 -7.98488 63.8791 3.99498 15.9748 0
164000 -7.98498 63.8798 3.99501 15.975 0
165000 -7.98507 63.8805 3.99504 15.9752 0
166000 -7.98516 63.8813 3.99507 15.9753 0
167000 -7.98525 63.882 3.9951 15.9754 0
168000 -7.98505 63.8804 3.99502 15.9751 0
169000 -7.98504 63.8803 3.99502 15.9751 0
170000 -7.98471 63.8776 3.99489 15.9745 0
171000 -7.9847 63.8776 3.99488 15.9745 0
172000 -7.98451 63.8761 3.99481 15.9741 0
173000 -7.98437 63.875 3.99476 15.9739 0
174000 -7.98446 63.8757 3.99479 15.974 0
175000 -7.98432 63.8746 3.99475 15.9738 0
176000 -7.98441 63.8753 3.99478 15.974 0
177000 -7.98441 63.8753 3.99479 15.974 0
178000 -7.98422 63.8738 3.99472 15.9737 0
179000 -7.98427 63.8741 3.99474 15.9737 0
180000 -7.98418 63.8734 3.9947 15.9736 0
181000 -7.98422 63.8738 3.99471 15.9736 0
182000 -7.98431 63.8745 3.99474 15.9738 0
183000 -7.98422 63.8737 3.9947 15.9736 0
184000 -7.98409 63.8727 3.99465 15.9734 0
185000 -7.98413 63.873 3.99467 15.9735 0
186000 -7.98404 63.8723 3.99461 15.9733 0
187000 -7.98409 63.8727 3.99463 15.9733 0
188000 -7.98417 63.8734 3.99466 15.9735 0
189000 -7.98425 63.874 3.99469 15.9736 0
190000 -7.98408 63.8727 3.99463 15.9733 0
191000 -7.98417 63.8733 3.99466 15.9735 0
192000 -7.98421 63.8737 3.99468 15.9736 0
193000 -7.984 63.872 3.9946 15.9732 0
194000 -7.98408 63.8727 3.99463 15.9733 0
195000 -7.98416 63.8733 3.99466 15.9735 0
196000 -7.98424 63.874 3.99468 15.9736 0
197000 -7.98408 63.8726 3.9946 15.9733 0
198000 -7.98408 63.8726 3.9946 15.9733 0
199000 -7.98416 63.8733 3.99462 15.9734 0
200000 -7.9842 63.8736 3.99464 15.9735 0
201000 -7.98428 63.8742 3.99467 15.9736 0
202000 -7.98432 63.8745 3.99467 15.9737 0
203000 -7.98439 63.8752 3.9947 15.9738 0
204000 -7.98447 63.8758 3.99473 15.9739 0
205000 -7.98455 63.8764 3.99475 15.974 0
206000 -7.98458 63.8767 3.99477 15.9741 0
207000 -7.98454 63.8763 3.99475 15.974 0
208000 -7.98435 63.8748 3.9947 15.9738 0
209000 -7.98404 63.8723 3.99458 15.9732 0
210000 -7.984 63.872 3.99456 15.9731 0
211000 -7.98404 63.8723 3.99457 15.9732 0
212000 -7.98404 63.8723 3.99457 15.9732 0
213000 -7.98411 63.8729 3.99459 15.9733 0
214000 -7.98419 63.8735 3.99462 15.9734 0
215000 -7.98422 63.8738 3.99463 15.9735 0
216000 -7.98426 63.8741 3.99465 15.9736 0
217000 -7.98422 63.8738 3.99464 15.9735 0
218000 -7.98429 63.8743 3.99466 15.9736 0
219000 -7.98437 63.8749 3.99468 15.9737 0
220000 -7.98433 63.8746 3.99465 15.9736 0
221000 -7.98414 63.8732 3.99461 15.9734 0
222000 -7.98418 63.8734 3.99462 15.9734 0
223000 -7.98425 63.874 3.99465 15.9735 0
224000 -7.98421 63.8737 3.99464 15.9735 0
225000 -7.98421 63.8737 3.99464 15.9735 0
226000 -7.98425 63.874 3.99465 15.9735 0
227000 -7.98418 63.8734 3.99463 15.9734 0
228000 -7.98425 63.874 3.99465 15.9735 0
229000 -7.98424 63.874 3.99465 15.9735 0
230000 -7.98431 63.8745 3.99467 15.9737 0
231000 -7.98438 63.875 3.99469 15.9738 0
232000 -7.98431 63.8745 3.99468 15.9737 0
233000 -7.98431 63.8745 3.99468 15.9737 0
234000 -7.98431 63.8745 3.99467 15.9736 0
235000 -7.98434 63.8747 3.99467 15.9737 0
236000 -7.98414 63.8731 3.99459 15.9733 0
237000 -7.98407 63.8725 3.99457 15.9732 0
238000 -7.98407 63.8725 3.99455 15.9732 0
239000 -7.984 63.872 3.99454 15.9731 0
240000 -7.98403 63.8723 3.99455 15.9731 0
241000 -7.984 63.872 3.99454 15.9731 0
242000 -7.98397 63.8717 3.99452 15.973 0
243000 -7.98403 63.8723 3.99454 15.9731 0
244000 -7.9841 63.8728 3.99457 15.9732 0
245000 -7.98397 63.8717 3.99452 15.973 0
246000 -7.984 63.872 3.99454 15.9731 0
247000 -7.98397 63.8717 3.99453 15.973 0
248000 -7.9839 63.8712 3.99449 15.9729 0
249000 -7.9839 63.8712 3.9945 15.9729 0
250000 -7.98394 63.8715 3.99451 15.973 0
251000 -7.98387 63.871 3.99448 15.9728 0
252000 -7.98384 63.8707 3.99447 15.9728 0
253000 -7.98391 63.8712 3.99449 15.9729 0
254000 -7.98394 63.8715 3.9945 15.9729 0
255000 -7.98391 63.8712 3.99449 15.9729 0
256000 -7.98394 63.8715 3.99451 15.973 0
257000 -7.984 63.872 3.99453 15.9731 0
258000 -7.98403 63.8722 3.99454 15.9731 0
259000 -7.98385 63.8708 3.9945 15.9728 0
260000 -7.98357 63.8686 3.9944 15.9724 0
261000 -7.98363 63.8691 3.99442 15.9725 0
262000 -7.98366 63.8693 3.99444 15.9725 0
263000 -7.98363 63.8691 3.99443 15.9725 0
264000 -7.9837 63.8696 3.99445 15.9726 0
265000 -7.98352 63.8681 3.99438 15.9723 0
266000 -7.98358 63.8686 3.99441 15.9724 0
267000 -7.98364 63.8691 3.99443 15.9725 0
268000 -7.9837 63.8696 3.99445 15.9726 0
269000 -7.98376 63.8701 3.99447 15.9727 0
270000 -7.98382 63.8706 3.99449 15.9728 0
271000 -7.98353 63.8682 3.99441 15.9723 0
272000 -7.98359 63.8687 3.99443 15.9724 0
273000 -7.98356 63.8685 3.99442 15.9724 0
274000 -7.98347 63.8678 3.99438 15.9722 0
275000 -7.98353 63.8683 3.9944 15.9723 0
276000 -7.98345 63.8676 3.99436 15.9722 0
277000 -7.98348 63.8678 3.99438 15.9722 0
278000 -7.98337 63.8669 3.99434 15.972 0
279000 -7.98343 63.8674 3.99436 15.9721 0
280000 -7.98343 63.8674 3.99435 15.9721 0
281000 -7.98349 63.8679 3.99437 15.9722 0
282000 -7.98346 63.8677 3.99437 15.9722 0
283000 -7.98349 63.8679 3.99438 15.9723 0
284000 -7.98355 63.8684 3.9944 15.9724 0
285000 -7.98352 63.8682 3.9944 15.9723 0
286000 -7.98358 63.8686 3.99442 15.9724 0
287000 -7.9835 63.868 3.99438 15.9723 0
288000 -7.98347 63.8678 3.99437 15.9722 0
289000 -7.98353 63.8682 3.99439 15.9723 0
290000 -7.98359 63.8687 3.99441 15.9724 0
291000 -7.98364 63.8691 3.99443 15.9725 0
292000 -7.98367 63.8694 3.99444 15.9725 0
293000 -7.98373 63.8698 3.99446 15.9726 0
294000 -7.98376 63.87 3.99446 15.9727 0
295000 -7.98378 63.8703 3.99447 15.9727 0
296000 -7.98381 63.8705 3.99447 15.9728 0
297000 -7.98387 63.8709 3.99449 15.9728 0
298000 -7.98384 63.8707 3.99448 15.9728 0
299000 -7.98384 63.8707 3.99449 15.9728 0
300000 -7.98389 63.8711 3.99451 15.9729 0
301000 -7.98381 63.8705 3.99449 15.9728 0
302000 -7.98381 63.8705 3.99449 15.9728 0
303000 -7.98384 63.8707 3.9945 15.9728 0
304000 -7.98389 63.8712 3.99452 15.9729 0
305000 -7.98392 63.8714 3.99453 15.973 0
306000 -7.98376 63.8701 3.99446 15.9727 0
307000 -7.98382 63.8705 3.99448 15.9728 0
308000 -7.98379 63.8703 3.99447 15.9727 0
309000 -7.98384 63.8708 3.99449 15.9728 0
310000 -7.98385 63.8708 3.99448 15.9728 0
311000 -7.98377 63.8701 3.99445 15.9727 0
312000 -7.98359 63.8687 3.99438 15.9723 0
313000 -7.98359 63.8687 3.99438 15.9723 0
314000 -7.98362 63.8689 3.99439 15.9724 0
315000 -7.98357 63.8685 3.99437 15.9723 0
316000 -7.98359 63.8688 3.99439 15.9724 0
317000 -7.98365 63.8692 3.9944 15.9725 0
318000 -7.9837 63.8696 3.99442 15.9725 0
319000 -7.98372 63.8698 3.99443 15.9726 0
320000 -7.98377 63.8702 3.99445 15.9727 0
321000 -7.98373 63.8698 3.99443 15.9726 0
322000 -7.98378 63.8702 3.99445 15.9727 0
323000 -7.98383 63.8706 3.99446 15.9728 0
324000 -7.98388 63.871 3.99448 15.9728 0
325000 -7.98388 63.871 3.99448 15.9728 0
326000 -7.98393 63.8714 3.9945 15.9729 0
327000 -7.98398 63.8718 3.99451 15.973 0
328000 -7.98393 63.8714 3.99449 15.9729 0
329000 -7.98395 63.8716 3.9945 15.9729 0
330000 -7.98381 63.8704 3.99446 15.9727 0
331000 -7.98378 63.8703 3.99445 15.9727 0
332000 -7.98381 63.8705 3.99446 15.9727 0
333000 -7.98381 63.8705 3.99446 15.9727 0
334000 -7.98378 63.8703 3.99445 15.9727 0
335000 -7.98383 63.8707 3.99447 15.9728 0
336000 -7.98386 63.8709 3.99447 15.9728 0
337000 -7.98376 63.8701 3.99442 15.9726 0
338000 -7.98379 63.8703 3.99443 15.9727 0
339000 -7.98383 63.8707 3.99445 15.9727 0
340000 -7.98388 63.8711 3.99446 15.9728 0
341000 -7.98393 63.8714 3.99448 15.9729 0
342000 -7.98398 63.8718 3.9945 15.973 0
343000 -7.98395 63.8716 3.9945 15.9729 0
344000 -7.98395 63.8716 3.9945 15.973 0
345000 -7.98398 63.8718 3.99451 15.973 0
346000 -7.984 63.872 3.99451 15.973 0
347000 -7.98402 63.8722 3.99452 15.9731 0
348000 -7.98398 63.8718 3.99452 15.973 0
349000 -7.98402 63.8722 3.99453 15.9731 0
350000 -7.98407 63.8725 3.99455 15.9732 0
351000 -7.98402 63.8722 3.99454 15.9731 0
352000 -7.98405 63.8724 3.99455 15.9731 0
353000 -7.98409 63.8727 3.99456 15.9732 0
354000 -7.98402 63.8722 3.99454 15.9731 0
355000 -7.98407 63.8725 3.99455 15.9732 0
356000 -7.98404 63.8724 3.99454 15.9731 0
357000 -7.98407 63.8725 3.99455 15.9732 0
358000 -7.98409 63.8727 3.99456 15.9732 0
359000 -7.98413 63.8731 3.99457 15.9733 0
360000 -7.98418 63.8734 3.99459 15.9734 0
361000 -7.98422 63.8738 3.9946 15.9734 0
362000 -7.98424 63.8739 3.99461 15.9735 0
363000 -7.98429 63.8743 3.99463 15.9735 0
364000 -7.98411 63.8729 3.99457 15.9733 0
365000 -7.98409 63.8727 3.99456 15.9732 0
366000 -7.98407 63.8725 3.99455 15.9732 0
367000 -7.984 63.872 3.99453 15.9731 0
368000 -7.98402 63.8722 3.99454 15.9731 0
369000 -7.98407 63.8725 3.99456 15.9732 0
370000 -7.98404 63.8723 3.99456 15.9732 0
371000 -7.98404 63.8723 3.99456 15.9732 0
372000 -7.98409 63.8727 3.99457 15.9732 0
373000 -7.98402 63.8722 3.99456 15.9731 0
374000 -7.98404 63.8723 3.99457 15.9732 0
375000 -7.98409 63.8727 3.99458 15.9732 0
376000 -7.98402 63.8722 3.99456 15.9731 0
377000 -7.98406 63.8725 3.99457 15.9732 0
378000 -7.98398 63.8718 3.99455 15.9731 0
379000 -7.98398 63.8718 3.99455 15.9731 0
380000 -7.984 63.872 3.99456 15.9731 0
381000 -7.98398 63.8718 3.99455 15.9731 0
382000 -7.98398 63.8718 3.99455 15.9731 0
383000 -7.98402 63.8722 3.99457 15.9732 0
384000 -7.98406 63.8725 3.99458 15.9732 0
385000 -7.9841 63.8728 3.9946 15.9733 0
386000 -7.98408 63.8727 3.99459 15.9733 0
387000 -7.98406 63.8725 3.99458 15.9732 0
388000 -7.98406 63.8725 3.99459 15.9732 0
389000 -7.984 63.872 3.99457 15.9731 0
390000 -7.98404 63.8723 3.99458 15.9732 0
391000 -7.98404 63.8723 3.99459 15.9732 0
392000 -7.98408 63.8727 3.9946 15.9733 0
393000 -7.98412 63.873 3.99462 15.9734 0
394000 -7.98406 63.8725 3.99458 15.9732 0
395000 -7.9841 63.8728 3.9946 15.9733 0
396000 -7.98414 63.8731 3.99461 15.9734 0
397000 -7.98394 63.8715 3.99453 15.973 0
398000 -7.9839 63.8712 3.99453 15.973 0
399000 -7.98388 63.871 3.99452 15.9729 0
400000 -7.98392 63.8714 3.99453 15.973 0
401000 -7.98394 63.8715 3.99454 15.973 0
402000 -7.98396 63.8717 3.99455 15.9731 0
403000 -7.984 63.872 3.99456 15.9731 0
404000 -7.98404 63.8723 3.99457 15.9732 0
405000 -7.98408 63.8726 3.99459 15.9733 0
406000 -7.98412 63.8729 3.9946 15.9733 0
407000 -7.98416 63.8733 3.99461 15.9734 0
408000 -7.98414 63.8731 3.99461 15.9734 0
409000 -7.98418 63.8734 3.99462 15.9734 0
410000 -7.98421 63.8737 3.99463 15.9735 0
411000 -7.98425 63.874 3.99465 15.9735 0
412000 -7.98429 63.8743 3.99466 15.9736 0
413000 -7.98429 63.8743 3.99466 15.9736 0
414000 -7.98433 63.8746 3.99467 15.9737 0
415000 -7.98437 63.8749 3.99468 15.9737 0
416000 -7.98438 63.8751 3.99469 15.9738 0
417000 -7.98442 63.8754 3.99471 15.9738 0
418000 -7.98444 63.8755 3.99471 15.9739 0
419000 -7.98442 63.8754 3.9947 15.9738 0
420000 -7.98432 63.8746 3.99466 15.9736 0
421000 -7.98434 63.8747 3.99467 15.9737 0
422000 -7.98425 63.874 3.99463 15.9735 0
423000 -7.98425 63.874 3.99463 15.9735 0
424000 -7.98426 63.8741 3.99464 15.9735 0
425000 -7.98424 63.874 3.99464 15.9735 0
426000 -7.98423 63.8738 3.99463 15.9735 0
427000 -7.98426 63.8741 3.99465 15.9736 0
428000 -7.9843 63.8744 3.99466 15.9736 0
429000 -7.98434 63.8747 3.99467 15.9737 0
430000 -7.98437 63.875 3.99468 15.9737 0
431000 -7.98441 63.8753 3.9947 15.9738 0
432000 -7.98441 63.8753 3.9947 15.9738 0
433000 -7.98437 63.875 3.99469 15.9737 0
434000 -7.98439 63.8751 3.9947 15.9738 0
435000 -7.9844 63.8752 3.9947 15.9738 0
436000 -7.98433 63.8746 3.99467 15.9737 0
437000 -7.98437 63.8749 3.99469 15.9737 0
438000 -7.98438 63.8751 3.99469 15.9738 0
439000 -7.98442 63.8754 3.99471 15.9738 0
440000 -7.98445 63.8756 3.99472 15.9739 0
441000 -7.98442 63.8753 3.99471 15.9738 0
442000 -7.98445 63.8756 3.99472 15.9739 0
443000 -7.98449 63.8759 3.99474 15.974 0
444000 -7.9845 63.876 3.99474 15.974 0
445000 -7.98454 63.8763 3.99476 15.974 0
446000 -7.98457 63.8766 3.99477 15.9741 0
447000 -7.98455 63.8764 3.99476 15.9741 0
448000 -7.98459 63.8767 3.99477 15.9741 0
449000 -7.98455 63.8764 3.99476 15.9741 0
450000 -7.98459 63.8767 3.99477 15.9741 0
451000 -7.98459 63.8767 3.99477 15.9741 0
452000 -7.98455 63.8764 3.99477 15.9741 0
453000 -7.98455 63.8764 3.99476 15.9741 0
454000 -7.98455 63.8764 3.99477 15.9741 0
455000 -7.98458 63.8766 3.99478 15.9741 0
456000 -7.98461 63.8769 3.99479 15.9742 0
457000 -7.98465 63.8772 3.9948 15.9742 0
458000 -7.98468 63.8774 3.99481 15.9743 0
459000 -7.98468 63.8774 3.99481 15.9743 0
460000 -7.98464 63.8771 3.9948 15.9742 0
461000 -7.98464 63.8771 3.9948 15.9742 0
462000 -7.98464 63.8771 3.99481 15.9743 0
463000 -7.9846 63.8768 3.99479 15.9742 0
464000 -7.98464 63.8771 3.9948 15.9742 0
465000 -7.98467 63.8774 3.99481 15.9743 0
466000 -7.98464 63.8771 3.9948 15.9742 0
467000 -7.98467 63.8773 3.99481 15.9743 0
468000 -7.98453 63.8762 3.99476 15.974 0
469000 -7.98456 63.8765 3.99477 15.9741 0
470000 -7.98454 63.8764 3.99476 15.9741 0
471000 -7.98458 63.8766 3.99477 15.9741 0
472000 -7.98461 63.8769 3.99478 15.9742 0
473000 -7.98464 63.8771 3.99479 15.9742 0
474000 -7.98466 63.8773 3.9948 15.9743 0
475000 -7.98469 63.8775 3.99481 15.9743 0
476000 -7.98472 63.8778 3.99482 15.9744 0
477000 -7.98474 63.8779 3.99483 15.9744 0
478000 -7.98477 63.8782 3.99484 15.9744 0
479000 -7.98473 63.8779 3.99483 15.9744 0
480000 -7.98477 63.8781 3.99484 15.9744 0
481000 -7.9848 63.8784 3.99485 15.9745 0
482000 -7.9848 63.8784 3.99484 15.9745 0
483000 -7.9848 63.8784 3.99484 15.9745 0
484000 -7.98479 63.8783 3.99484 15.9745 0
485000 -7.98479 63.8783 3.99485 15.9745 0
486000 -7.98482 63.8786 3.99486 15.9745 0
487000 -7.98484 63.8787 3.99486 15.9746 0
488000 -7.98487 63.879 3.99487 15.9746 0
489000 -7.98488 63.8791 3.99488 15.9746 0
490000 -7.98491 63.8793 3.99489 15.9747 0
491000 -7.98491 63.8793 3.99489 15.9747 0
492000 -7.98486 63.8789 3.99487 15.9746 0
493000 -7.9848 63.8784 3.99485 15.9745 0
494000 -7.98483 63.8786 3.99486 15.9745 0
495000 -7.98486 63.8789 3.99487 15.9746 0
496000 -7.98484 63.8787 3.99485 15.9745 0
497000 -7.98482 63.8786 3.99485 15.9745 0
498000 -7.98484 63.8787 3.99485 15.9745 0
499000 -7.98482 63.8785 3.99485 15.9745 0
500000 -7.98475 63.878 3.99482 15.9744 0
501000 -7.98472 63.8777 3.99481 15.9743 0
502000 -7.98473 63.8779 3.99481 15.9744 0
503000 -7.98476 63.8781 3.99482 15.9744 0
504000 -7.98479 63.8783 3.99483 15.9745 0
505000 -7.98481 63.8785 3.99484 15.9745 0
506000 -7.98482 63.8786 3.99484 15.9745 0
507000 -7.98485 63.8788 3.99485 15.9746 0
508000 -7.98488 63.8791 3.99486 15.9746 0
509000 -7.98485 63.8788 3.99485 15.9745 0
510000 -7.98488 63.879 3.99486 15.9746 0
511000 -7.98489 63.8791 3.99486 15.9746 0
512000 -7.98492 63.8794 3.99487 15.9747 0
513000 -7.98494 63.8795 3.99488 15.9747 0
514000 -7.98484 63.8787 3.99485 15.9745 0
515000 -7.98484 63.8787 3.99485 15.9745 0
516000 -7.98485 63.8788 3.99486 15.9746 0
517000 -7.98484 63.8787 3.99485 15.9745 0
518000 -7.98485 63.8788 3.99485 15.9746 0
519000 -7.98486 63.8789 3.99486 15.9746 0
520000 -7.98486 63.8789 3.99486 15.9746 0
521000 -7.98489 63.8791 3.99487 15.9746 0
522000 -7.98492 63.8794 3.99488 15.9747 0
523000 -7.98489 63.8791 3.99487 15.9746 0
524000 -7.98492 63.8793 3.99488 15.9747 0
525000 -7.98494 63.8796 3.99489 15.9747 0
526000 -7.98494 63.8795 3.99489 15.9747 0
527000 -7.98497 63.8798 3.9949 15.9748 0
528000 -7.98498 63.8799 3.99491 15.9748 0
529000 -7.98497 63.8797 3.9949 15.9748 0
530000 -7.98494 63.8795 3.99489 15.9747 0
531000 -7.98489 63.8791 3.99487 15.9746 0
532000 -7.98492 63.8793 3.99488 15.9747 0
533000 -7.98495 63.8796 3.99489 15.9747 0
534000 -7.98482 63.8786 3.99487 15.9746 0
535000 -7.98484 63.8787 3.99487 15.9746 0
536000 -7.98484 63.8787 3.99487 15.9746 0
537000 -7.98486 63.8789 3.99488 15.9746 0
538000 -7.98489 63.8791 3.99489 15.9747 0
539000 -7.98488 63.879 3.99489 15.9746 0
540000 -7.98486 63.8789 3.99488 15.9746 0
541000 -7.98484 63.8787 3.99487 15.9746 0
542000 -7.98486 63.8788 3.99488 15.9746 0
