#msc E E^2 |M| M^2 accepted
137 -8 64 4 16 0
138 -8 64 4 16 0
139 -8 64 4 16 0
140 -8 64 4 16 0
141 -8 64 4 16 0
142 -8 64 4 16 0
143 -8 64 4 16 0
144 -8 64 4 16 0
145 -8 64 4 16 0
146 -8 64 4 16 0
147 -8 64 4 16 0
148 -8 64 4 16 0
149 -8 64 4 16 0
150 -8 64 4 16 0
151 -8 64 4 16 0
152 -8 64 4 16 0
153 -8 64 4 16 0
154 -8 64 4 16 0
155 -8 64 4 16 0
156 -8 64 4 16 0
157 -8 64 4 16 0
158 -8 64 4 16 0
159 -8 64 4 16 0
160 -8 64 4 16 0
161 -8 64 4 16 0
162 -8 64 4 16 0
163 -8 64 4 16 0
164 -8 64 4 16 0
165 -8 64 4 16 0
166 -8 64 4 16 0
167 -8 64 4 16 0
168 -8 64 4 16 0
169 -8 64 4 16 0
170 -8 64 4 16 0
171 -8 64 4 16 0
172 -8 64 4 16 0
173 -8 64 4 16 0
174 -8 64 4 16 0
175 -8 64 4 16 0
176 -8 64 4 16 0
177 -8 64 4 16 0
178 -8 64 4 16 0
179 -8 64 4 16 0
180 -8 64 4 16 0
181 -8 64 4 16 0
182 -8 64 4 16 0
183 -8 64 4 16 0
184 -8 64 4 16 0
185 -8 64 4 16 0
186 -8 64 4 16 0
187 -8 64 4 16 0
188 -8 64 4 16 0
189 -8 64 4 16 0
190 -8 64 4 16 0
191 -8 64 4 16 0
192 -8 64 4 16 0
193 -8 64 4 16 0
194 -8 64 4 16 0
195 -8 64 4 16 0
196 -8 64 4 16 0
197 -8 64 4 16 0
198 -8 64 4 16 0
199 -8 64 4 16 0
200 -8 64 4 16 0
201 -8 64 4 16 0
202 -8 64 4 16 0
203 -8 64 4 16 0
204 -8 64 4 16 0
205 -8 64 4 16 0
206 -8 64 4 16 0
207 -8 64 4 16 0
208 -8 64 4 16 0
209 -8 64 4 16 0
210 -8 64 4 16 0
211 -8 64 4 16 0
212 -8 64 4 16 0
213 -8 64 4 16 0
214 -8 64 4 16 0
215 -8 64 4 16 0
216 -8 64 4 16 0
217 -8 64 4 16 0
218 -8 64 4 16 0
219 -8 64 4 16 0
220 -8 64 4 16 0
221 -8 64 4 16 0
222 -8 64 4 16 0
223 -8 64 4 16 0
224 -8 64 4 16 0
225 -8 64 4 16 0
226 -8 64 4 16 0
227 -8 64 4 16 0
228 -8 64 4 16 0
229 -8 64 4 16 0
230 -8 64 4 16 0
231 -8 64 4 16 0
232 -8 64 4 16 0
233 -8 64 4 16 0
234 -8 64 4 16 0
235 -8 64 4 16 0
236 -8 64 4 16 0
237 -8 64 4 16 0
238 -8 64 4 16 0
239 -8 64 4 16 0
240 -8 64 4 16 0
241 -8 64 4 16 0
242 -8 64 4 16 0
243 -8 64 4 16 0
244 -8 64 4 16 0
245 -8 64 4 16 0
246 -8 64 4 16 0
247 -8 64 4 16 0
248 -8 64 4 16 0
249 -8 64 4 16 0
250 -8 64 4 16 0
251 -8 64 4 16 0
252 -8 64 4 16 0
253 -8 64 4 16 0
254 -8 64 4 16 0
255 -8 64 4 16 0
256 -8 64 4 16 0
257 -8 64 4 16 0
258 -8 64 4 16 0
259 -8 64 4 16 0
260 -8 64 4 16 0
261 -8 64 4 16 0
262 -8 64 4 16 0
263 -8 64 4 16 0
264 -8 64 4 16 0
265 -8 64 4 16 0
266 -8 64 4 16 0
267 -8 64 4 16 0
268 -8 64 4 16 0
269 -8 64 4 16 0
270 -8 64 4 16 0
271 -8 64 4 16 0
272 -8 64 4 16 0
273 -8 64 4 16 0
274 -8 64 4 16 0
275 -8 64 4 16 0
276 -8 64 4 16 0
277 -8 64 4 16 0
278 -8 64 4 16 0
279 -8 64 4 16 0
280 -8 64 4 16 0
281 -8 64 4 16 0
282 -8 64 4 16 0
283 -8 64 4 16 0
284 -8 64 4 16 0
285 -8 64 4 16 0
286 -8 64 4 16 0
287 -8 64 4 16 0
288 -8 64 4 16 0
289 -8 64 4 16 0
290 -8 64 4 16 0
291 -8 64 4 16 0
292 -8 64 4 16 0
293 -8 64 4 16 0
294 -8 64 4 16 0
295 -8 64 4 16 0
296 -8 64 4 16 0
297 -8 64 4 16 0
298 -8 64 4 16 0
299 -8 64 4 16 0
300 -8 64 4 16 0
301 -8 64 4 16 0
302 -8 64 4 16 0
303 -8 64 4 16 0
304 -8 64 4 16 0
305 -8 64 4 16 0
306 -8 64 4 16 0
307 -8 64 4 16 0
308 -8 64 4 16 0
309 -8 64 4 16 0
310 -8 64 4 16 0
311 -8 64 4 16 0
312 -8 64 4 16 0
313 -8 64 4 16 0
314 -8 64 4 16 0
315 -8 64 4 16 0
316 -8 64 4 16 0
317 -8 64 4 16 0
318 -8 64 4 16 0
319 -8 64 4 16 0
320 -8 64 4 16 0
321 -8 64 4 16 0
322 -8 64 4 16 0
323 -8 64 4 16 0
324 -8 64 4 16 0
325 -8 64 4 16 0
326 -8 64 4 16 0
327 -8 64 4 16 0
328 -8 64 4 16 0
329 -8 64 4 16 0
330 -8 64 4 16 0
331 -8 64 4 16 0
332 -8 64 4 16 0
333 -8 64 4 16 0
334 -8 64 4 16 0
335 -8 64 4 16 0
336 -8 64 4 16 0
337 -8 64 4 16 0
338 -8 64 4 16 0
339 -8 64 4 16 0
340 -8 64 4 16 0
341 -8 64 4 16 0
342 -8 64 4 16 0
343 -8 64 4 16 0
344 -8 64 4 16 0
345 -8 64 4 16 0
346 -8 64 4 16 0
347 -8 64 4 16 0
348 -8 64 4 16 0
349 -8 64 4 16 0
350 -8 64 4 16 0
351 -8 64 4 16 0
352 -8 64 4 16 0
353 -8 64 4 16 0
354 -8 64 4 16 0
355 -8 64 4 16 0
356 -8 64 4 16 0
357 -8 64 4 16 0
358 -8 64 4 16 0
359 -8 64 4 16 0
360 -8 64 4 16 0
361 -8 64 4 16 0
362 -8 64 4 16 0
363 -8 64 4 16 0
364 -8 64 4 16 0
365 -8 64 4 16 0
366 -8 64 4 16 0
367 -8 64 4 16 0
368 -8 64 4 16 0
369 -8 64 4 16 0
370 -8 64 4 16 0
371 -8 64 4 16 0
372 -8 64 4 16 0
373 -8 64 4 16 0
374 -8 64 4 16 0
375 -8 64 4 16 0
376 -8 64 4 16 0
377 -8 64 4 16 0
378 -8 64 4 16 0
379 -8 64 4 16 0
380 -8 64 4 16 0
381 -8 64 4 16 0
382 -8 64 4 16 0
383 -8 64 4 16 0
384 -8 64 4 16 0
385 -8 64 4 16 0
386 -8 64 4 16 0
387 -8 64 4 16 0
388 -8 64 4 16 0
389 -8 64 4 16 0
390 -8 64 4 16 0
391 -8 64 4 16 0
392 -8 64 4 16 0
393 -8 64 4 16 0
394 -8 64 4 16 0
395 -8 64 4 16 0
396 -8 64 4 16 0
397 -8 64 4 16 0
398 -8 64 4 16 0
399 -8 64 4 16 0
400 -8 64 4 16 0
401 -8 64 4 16 0
402 -8 64 4 16 0
403 -8 64 4 16 0
404 -8 64 4 16 0
405 -8 64 4 16 0
406 -8 64 4 16 0
407 -8 64 4 16 0
408 -8 64 4 16 0
409 -8 64 4 16 0
410 -8 64 4 16 0
411 -8 64 4 16 0
412 -8 64 4 16 0
413 -8 64 4 16 0
414 -8 64 4 16 0
415 -8 64 4 16 0
416 -8 64 4 16 0
417 -8 64 4 16 0
418 -8 64 4 16 0
419 -8 64 4 16 0
420 -8 64 4 16 0
421 -8 64 4 16 0
422 -8 64 4 16 0
423 -8 64 4 16 0
424 -8 64 4 16 0
425 -8 64 4 16 0
426 -8 64 4 16 0
427 -8 64 4 16 0
428 -8 64 4 16 0
429 -8 64 4 16 0
430 -8 64 4 16 0
431 -8 64 4 16 0
432 -8 64 4 16 0
433 -8 64 4 16 0
434 -8 64 4 16 0
435 -8 64 4 16 0
436 -8 64 4 16 0
437 -8 64 4 16 0
438 -8 64 4 16 0
439 -8 64 4 16 0
440 -8 64 4 16 0
441 -8 64 4 16 0
442 -8 64 4 16 0
443 -8 64 4 16 0
444 -8 64 4 16 0
445 -8 64 4 16 0
446 -8 64 4 16 0
447 -8 64 4 16 0
448 -8 64 4 16 0
449 -8 64 4 16 0
450 -8 64 4 16 0
451 -8 64 4 16 0
452 -8 64 4 16 0
453 -8 64 4 16 0
454 -8 64 4 16 0
455 -8 64 4 16 0
456 -8 64 4 16 0
457 -8 64 4 16 0
458 -8 64 4 16 0
459 -8 64 4 16 0
460 -8 64 4 16 0
461 -8 64 4 16 0
462 -8 64 4 16 0
463 -8 64 4 16 0
464 -8 64 4 16 0
465 -8 64 4 16 0
466 -8 64 4 16 0
467 -8 64 4 16 0
468 -8 64 4 16 0
469 -8 64 4 16 0
470 -8 64 4 16 0
471 -8 64 4 16 0
472 -8 64 4 16 0
473 -8 64 4 16 0
474 -8 64 4 16 0
475 -8 64 4 16 0
476 -8 64 4 16 0
477 -8 64 4 16 0
478 -8 64 4 16 0
479 -8 64 4 16 0
480 -8 64 4 16 0
481 -8 64 4 16 0
482 -8 64 4 16 0
483 -8 64 4 16 0
484 -8 64 4 16 0
485 -8 64 4 16 0
486 -8 64 4 16 0
487 -8 64 4 16 0
488 -8 64 4 16 0
489 -8 64 4 16 0
490 -8 64 4 16 0
491 -8 64 4 16 0
492 -8 64 4 16 0
493 -8 64 4 16 0
494 -8 64 4 16 0
495 -8 64 4 16 0
496 -8 64 4 16 0
497 -8 64 4 16 0
498 -8 64 4 16 0
499 -8 64 4 16 0
500 -8 64 4 16 0
501 -8 64 4 16 0
502 -8 64 4 16 0
503 -8 64 4 16 0
504 -8 64 4 16 0
505 -8 64 4 16 0
506 -8 64 4 16 0
507 -8 64 4 16 0
508 -8 64 4 16 0
509 -8 64 4 16 0
510 -8 64 4 16 0
511 -8 64 4 16 0
512 -8 64 4 16 0
513 -8 64 4 16 0
514 -8 64 4 16 0
515 -8 64 4 16 0
516 -8 64 4 16 0
517 -8 64 4 16 0
518 -8 64 4 16 0
519 -8 64 4 16 0
520 -8 64 4 16 0
521 -8 64 4 16 0
522 -8 64 4 16 0
523 -8 64 4 16 0
524 -8 64 4 16 0
525 -8 64 4 16 0
526 -8 64 4 16 0
527 -8 64 4 16 0
528 -8 64 4 16 0
529 -8 64 4 16 0
530 -8 64 4 16 0
531 -8 64 4 16 0
532 -8 64 4 16 0
533 -8 64 4 16 0
534 -8 64 4 16 0
535 -8 64 4 16 0
536 -8 64 4 16 0
537 -8 64 4 16 0
538 -8 64 4 16 0
539 -8 64 4 16 0
540 -8 64 4 16 0
541 -8 64 4 16 0
542 -8 64 4 16 0
543 -8 64 4 16 0
544 -8 64 4 16 0
545 -8 64 4 16 0
546 -8 64 4 16 0
547 -8 64 4 16 0
548 -8 64 4 16 0
549 -8 64 4 16 0
550 -8 64 4 16 0
551 -8 64 4 16 0
552 -8 64 4 16 0
553 -8 64 4 16 0
554 -8 64 4 16 0
555 -8 64 4 16 0
556 -8 64 4 16 0
557 -8 64 4 16 0
558 -8 64 4 16 0
559 -8 64 4 16 0
560 -8 64 4 16 0
561 -8 64 4 16 0
562 -8 64 4 16 0
563 -8 64 4 16 0
564 -8 64 4 16 0
565 -8 64 4 16 0
566 -8 64 4 16 0
567 -8 64 4 16 0
568 -8 64 4 16 0
569 -8 64 4 16 0
570 -8 64 4 16 0
571 -8 64 4 16 0
572 -8 64 4 16 0
573 -8 64 4 16 0
574 -8 64 4 16 0
575 -8 64 4 16 0
576 -8 64 4 16 0
577 -8 64 4 16 0
578 -8 64 4 16 0
579 -8 64 4 16 0
580 -8 64 4 16 0
581 -8 64 4 16 0
582 -8 64 4 16 0
583 -8 64 4 16 0
584 -8 64 4 16 0
585 -8 64 4 16 0
586 -8 64 4 16 0
587 -8 64 4 16 0
588 -8 64 4 16 0
589 -8 64 4 16 0
590 -8 64 4 16 0
591 -8 64 4 16 0
592 -8 64 4 16 0
593 -8 64 4 16 0
594 -8 64 4 16 0
595 -8 64 4 16 0
596 -8 64 4 16 0
597 -8 64 4 16 0
598 -8 64 4 16 0
599 -8 64 4 16 0
600 -8 64 4 16 0
601 -8 64 4 16 0
602 -8 64 4 16 0
603 -8 64 4 16 0
604 -8 64 4 16 0
605 -8 64 4 16 0
606 -8 64 4 16 0
607 -8 64 4 16 0
608 -8 64 4 16 0
609 -8 64 4 16 0
610 -8 64 4 16 0
611 -8 64 4 16 0
612 -8 64 4 16 0
613 -8 64 4 16 0
614 -8 64 4 16 0
615 -8 64 4 16 0
616 -8 64 4 16 0
617 -8 64 4 16 0
618 -8 64 4 16 0
619 -8 64 4 16 0
620 -8 64 4 16 0
621 -8 64 4 16 0
622 -8 64 4 16 0
623 -8 64 4 16 0
624 -8 64 4 16 0
625 -8 64 4 16 0
626 -8 64 4 16 0
627 -8 64 4 16 0
628 -8 64 4 16 0
629 -8 64 4 16 0
630 -8 64 4 16 0
631 -8 64 4 16 0
632 -8 64 4 16 0
633 -8 64 4 16 0
634 -8 64 4 16 0
635 -8 64 4 16 0
636 -8 64 4 16 0
637 -8 64 4 16 0
638 -8 64 4 16 0
639 -8 64 4 16 0
640 -8 64 4 16 0
641 -8 64 4 16 0
642 -8 64 4 16 0
643 -8 64 4 16 0
644 -8 64 4 16 0
645 -8 64 4 16 0
646 -8 64 4 16 0
647 -8 64 4 16 0
648 -8 64 4 16 0
649 -8 64 4 16 0
650 -8 64 4 16 0
651 -8 64 4 16 0
652 -8 64 4 16 0
653 -8 64 4 16 0
654 -8 64 4 16 0
655 -8 64 4 16 0
656 -8 64 4 16 0
657 -8 64 4 16 0
658 -8 64 4 16 0
659 -8 64 4 16 0
660 -8 64 4 16 0
661 -8 64 4 16 0
662 -8 64 4 16 0
663 -8 64 4 16 0
664 -8 64 4 16 0
665 -8 64 4 16 0
666 -8 64 4 16 0
667 -8 64 4 16 0
668 -8 64 4 16 0
669 -8 64 4 16 0
670 -8 64 4 16 0
671 -8 64 4 16 0
672 -8 64 4 16 0
673 -8 64 4 16 0
674 -8 64 4 16 0
675 -8 64 4 16 0
676 -8 64 4 16 0
677 -8 64 4 16 0
678 -8 64 4 16 0
679 -8 64 4 16 0
680 -8 64 4 16 0
681 -8 64 4 16 0
682 -8 64 4 16 0
683 -8 64 4 16 0
684 -8 64 4 16 0
685 -8 64 4 16 0
686 -8 64 4 16 0
687 -8 64 4 16 0
688 -8 64 4 16 0
689 -8 64 4 16 0
690 -8 64 4 16 0
691 -8 64 4 16 0
692 -8 64 4 16 0
693 -8 64 4 16 0
694 -8 64 4 16 0
695 -8 64 4 16 0
696 -8 64 4 16 0
697 -8 64 4 16 0
698 -8 64 4 16 0
699 -8 64 4 16 0
700 -8 64 4 16 0
701 -8 64 4 16 0
702 -8 64 4 16 0
703 -8 64 4 16 0
704 -8 64 4 16 0
705 -8 64 4 16 0
706 -8 64 4 16 0
707 -8 64 4 16 0
708 -8 64 4 16 0
709 -8 64 4 16 0
710 -8 64 4 16 0
711 -8 64 4 16 0
712 -8 64 4 16 0
713 -8 64 4 16 0
714 -8 64 4 16 0
715 -8 64 4 16 0
716 -8 64 4 16 0
717 -8 64 4 16 0
718 -8 64 4 16 0
719 -8 64 4 16 0
720 -8 64 4 16 0
721 -8 64 4 16 0
722 -8 64 4 16 0
723 -8 64 4 16 0
724 -8 64 4 16 0
725 -8 64 4 16 0
726 -8 64 4 16 0
727 -8 64 4 16 0
728 -8 64 4 16 0
729 -8 64 4 16 0
730 -8 64 4 16 0
731 -8 64 4 16 0
732 -8 64 4 16 0
733 -8 64 4 16 0
734 -8 64 4 16 0
735 -8 64 4 16 0
736 -8 64 4 16 0
737 -8 64 4 16 0
738 -8 64 4 16 0
739 -8 64 4 16 0
740 -8 64 4 16 0
741 -8 64 4 16 0
742 -8 64 4 16 0
743 -8 64 4 16 0
744 -8 64 4 16 0
745 -8 64 4 16 0
746 -8 64 4 16 0
747 -8 64 4 16 0
748 -8 64 4 16 0
749 -8 64 4 16 0
750 -8 64 4 16 0
751 -8 64 4 16 0
752 -8 64 4 16 0
753 -8 64 4 16 0
754 -8 64 4 16 0
755 -8 64 4 16 0
756 -8 64 4 16 0
757 -8 64 4 16 0
758 -8 64 4 16 0
759 -8 64 4 16 0
760 -8 64 4 16 0
761 -8 64 4 16 0
762 -8 64 4 16 0
763 -8 64 4 16 0
764 -8 64 4 16 0
765 -8 64 4 16 0
766 -8 64 4 16 0
767 -8 64 4 16 0
768 -8 64 4 16 0
769 -8 64 4 16 0
770 -8 64 4 16 0
771 -8 64 4 16 0
772 -8 64 4 16 0
773 -8 64 4 16 0
774 -8 64 4 16 0
775 -8 64 4 16 0
776 -8 64 4 16 0
777 -8 64 4 16 0
778 -8 64 4 16 0
779 -8 64 4 16 0
780 -8 64 4 16 0
781 -8 64 4 16 0
782 -8 64 4 16 0
783 -8 64 4 16 0
784 -8 64 4 16 0
785 -8 64 4 16 0
786 -8 64 4 16 0
787 -8 64 4 16 0
788 -8 64 4 16 0
789 -8 64 4 16 0
790 -8 64 4 16 0
791 -8 64 4 16 0
792 -8 64 4 16 0
793 -8 64 4 16 0
794 -8 64 4 16 0
795 -8 64 4 16 0
796 -8 64 4 16 0
797 -8 64 4 16 0
798 -8 64 4 16 0
799 -8 64 4 16 0
800 -8 64 4 16 0
801 -8 64 4 16 0
802 -8 64 4 16 0
803 -8 64 4 16 0
804 -8 64 4 16 0
805 -8 64 4 16 0
806 -8 64 4 16 0
807 -8 64 4 16 0
808 -8 64 4 16 0
809 -8 64 4 16 0
810 -8 64 4 16 0
811 -8 64 4 16 0
812 -8 64 4 16 0
813 -8 64 4 16 0
814 -8 64 4 16 0
815 -8 64 4 16 0
816 -8 64 4 16 0
817 -8 64 4 16 0
818 -8 64 4 16 0
819 -8 64 4 16 0
820 -8 64 4 16 0
821 -8 64 4 16 0
822 -8 64 4 16 0
823 -8 64 4 16 0
824 -8 64 4 16 0
825 -8 64 4 16 0
826 -8 64 4 16 0
827 -8 64 4 16 0
828 -8 64 4 16 0
829 -8 64 4 16 0
830 -8 64 4 16 0
831 -8 64 4 16 0
832 -8 64 4 16 0
833 -8 64 4 16 0
834 -8 64 4 16 0
835 -8 64 4 16 0
836 -8 64 4 16 0
837 -8 64 4 16 0
838 -8 64 4 16 0
839 -8 64 4 16 0
840 -8 64 4 16 0
841 -8 64 4 16 0
842 -8 64 4 16 0
843 -8 64 4 16 0
844 -8 64 4 16 0
845 -8 64 4 16 0
846 -8 64 4 16 0
847 -8 64 4 16 0
848 -8 64 4 16 0
849 -8 64 4 16 0
850 -8 64 4 16 0
851 -8 64 4 16 0
852 -8 64 4 16 0
853 -8 64 4 16 0
854 -8 64 4 16 0
855 -8 64 4 16 0
856 -8 64 4 16 0
857 -8 64 4 16 0
858 -8 64 4 16 0
859 -8 64 4 16 0
860 -8 64 4 16 0
861 -8 64 4 16 0
862 -8 64 4 16 0
863 -8 64 4 16 0
864 -8 64 4 16 0
865 -8 64 4 16 0
866 -8 64 4 16 0
867 -8 64 4 16 0
868 -8 64 4 16 0
869 -8 64 4 16 0
870 -8 64 4 16 0
871 -8 64 4 16 0
872 -8 64 4 16 0
873 -8 64 4 16 0
874 -8 64 4 16 0
875 -8 64 4 16 0
876 -8 64 4 16 0
877 -8 64 4 16 0
878 -8 64 4 16 0
879 -8 64 4 16 0
880 -8 64 4 16 0
881 -8 64 4 16 0
882 -8 64 4 16 0
883 -8 64 4 16 0
884 -8 64 4 16 0
885 -8 64 4 16 0
886 -8 64 4 16 0
887 -8 64 4 16 0
888 -8 64 4 16 0
889 -8 64 4 16 0
890 -8 64 4 16 0
891 -8 64 4 16 0
892 -8 64 4 16 0
893 -8 64 4 16 0
894 -8 64 4 16 0
895 -8 64 4 16 0
896 -8 64 4 16 0
897 -8 64 4 16 0
898 -8 64 4 16 0
899 -8 64 4 16 0
900 -8 64 4 16 0
901 -8 64 4 16 0
902 -8 64 4 16 0
903 -8 64 4 16 0
904 -8 64 4 16 0
905 -8 64 4 16 0
906 -8 64 4 16 0
907 -8 64 4 16 0
908 -8 64 4 16 0
909 -8 64 4 16 0
910 -8 64 4 16 0
911 -8 64 4 16 0
912 -8 64 4 16 0
913 -8 64 4 16 0
914 -8 64 4 16 0
915 -8 64 4 16 0
916 -8 64 4 16 0
917 -8 64 4 16 0
918 -8 64 4 16 0
919 -8 64 4 16 0
920 -8 64 4 16 0
921 -8 64 4 16 0
922 -8 64 4 16 0
923 -8 64 4 16 0
924 -8 64 4 16 0
925 -8 64 4 16 0
926 -8 64 4 16 0
927 -8 64 4 16 0
928 -8 64 4 16 0
929 -8 64 4 16 0
930 -8 64 4 16 0
931 -8 64 4 16 0
932 -8 64 4 16 0
933 -8 64 4 16 0
934 -8 64 4 16 0
935 -8 64 4 16 0
936 -8 64 4 16 0
937 -8 64 4 16 0
938 -8 64 4 16 0
939 -8 64 4 16 0
940 -8 64 4 16 0
941 -8 64 4 16 0
942 -8 64 4 16 0
943 -8 64 4 16 0
944 -8 64 4 16 0
945 -8 64 4 16 0
946 -8 64 4 16 0
947 -8 64 4 16 0
948 -8 64 4 16 0
949 -8 64 4 16 0
950 -8 64 4 16 0
951 -8 64 4 16 0
952 -8 64 4 16 0
953 -8 64 4 16 0
954 -8 64 4 16 0
955 -8 64 4 16 0
956 -8 64 4 16 0
957 -8 64 4 16 0
958 -8 64 4 16 0
959 -8 64 4 16 0
960 -8 64 4 16 0
961 -8 64 4 16 0
962 -8 64 4 16 0
963 -8 64 4 16 0
964 -8 64 4 16 0
965 -8 64 4 16 0
966 -8 64 4 16 0
967 -8 64 4 16 0
968 -8 64 4 16 0
969 -8 64 4 16 0
970 -8 64 4 16 0
971 -8 64 4 16 0
972 -8 64 4 16 0
973 -8 64 4 16 0
974 -8 64 4 16 0
975 -8 64 4 16 0
976 -8 64 4 16 0
977 -8 64 4 16 0
978 -8 64 4 16 0
979 -8 64 4 16 0
980 -8 64 4 16 0
981 -8 64 4 16 0
982 -8 64 4 16 0
983 -8 64 4 16 0
984 -8 64 4 16 0
985 -8 64 4 16 0
986 -8 64 4 16 0
987 -8 64 4 16 0
988 -8 64 4 16 0
989 -8 64 4 16 0
990 -8 64 4 16 0
991 -8 64 4 16 0
992 -8 64 4 16 0
993 -8 64 4 16 0
994 -8 64 4 16 0
995 -8 64 4 16 0
996 -8 64 4 16 0
997 -7.99198 63.9358 3.99599 15.984 0
998 -7.99198 63.9359 3.99599 15.984 0
999 -7.99199 63.9359 3.996 15.984 0
